Position,x,y,Latitude,Longitude
496.0,1.8,2.33,40.98613071179301,14.171391570087485
497.0,1.8,2.43,40.98613071179301,14.171392760116646
498.0,1.8,2.53,40.98613071179301,14.17139395014581
499.0,1.8,2.63,40.98613071179301,14.17139514017497
500.0,1.8,2.73,40.98613071179301,14.171396330204132
501.0,1.9,0.83,40.986131610108295,14.171373719650061
502.0,1.9,0.93,40.986131610108295,14.171374909679223
503.0,1.9,1.03,40.986131610108295,14.171376099708384
504.0,1.9,1.13,40.986131610108295,14.171377289737546
505.0,1.9,1.23,40.986131610108295,14.171378479766707
506.0,1.9,1.33,40.986131610108295,14.171379669795868
507.0,1.9,1.43,40.986131610108295,14.17138085982503
508.0,1.9,1.53,40.986131610108295,14.171382049854191
509.0,1.9,1.63,40.986131610108295,14.171383239883355
510.0,1.9,1.73,40.986131610108295,14.171384429912516
511.0,1.9,1.83,40.986131610108295,14.171385619941677
512.0,1.9,1.93,40.986131610108295,14.171386809970839
513.0,1.9,2.03,40.986131610108295,14.171388
514.0,1.9,2.13,40.986131610108295,14.171389190029162
515.0,1.9,2.23,40.986131610108295,14.171390380058323
516.0,1.9,2.33,40.986131610108295,14.171391570087485
517.0,1.9,2.43,40.986131610108295,14.171392760116646
518.0,1.9,2.53,40.986131610108295,14.17139395014581
519.0,1.9,2.63,40.986131610108295,14.17139514017497
520.0,1.9,2.73,40.986131610108295,14.171396330204132
521.0,2.0,0.83,40.98613250842358,14.171373719650061
522.0,2.0,0.93,40.98613250842358,14.171374909679223
523.0,2.0,1.03,40.98613250842358,14.171376099708384
524.0,2.0,1.13,40.98613250842358,14.171377289737546
525.0,2.0,1.23,40.98613250842358,14.171378479766707
526.0,2.0,1.33,40.98613250842358,14.171379669795868
527.0,2.0,1.43,40.98613250842358,14.17138085982503
528.0,2.0,1.53,40.98613250842358,14.171382049854191
529.0,2.0,1.63,40.98613250842358,14.171383239883355
530.0,2.0,1.73,40.98613250842358,14.171384429912516
531.0,2.0,1.83,40.98613250842358,14.171385619941677
532.0,2.0,1.93,40.98613250842358,14.171386809970839
533.0,2.0,2.03,40.98613250842358,14.171388
534.0,2.0,2.13,40.98613250842358,14.171389190029162
535.0,2.0,2.23,40.98613250842358,14.171390380058323
536.0,2.0,2.33,40.98613250842358,14.171391570087485
537.0,2.0,2.43,40.98613250842358,14.171392760116646
538.0,2.0,2.53,40.98613250842358,14.17139395014581
539.0,2.0,2.63,40.98613250842358,14.17139514017497
540.0,2.0,2.73,40.98613250842358,14.171396330204132
541.0,2.1,0.83,40.986133406738865,14.171373719650061
542.0,2.1,0.93,40.986133406738865,14.171374909679223
543.0,2.1,1.03,40.986133406738865,14.171376099708384
544.0,2.1,1.13,40.986133406738865,14.171377289737546
545.0,2.1,1.23,40.986133406738865,14.171378479766707
546.0,2.1,1.33,40.986133406738865,14.171379669795868
547.0,2.1,1.43,40.986133406738865,14.17138085982503
548.0,2.1,1.53,40.986133406738865,14.171382049854191
549.0,2.1,1.63,40.986133406738865,14.171383239883355
550.0,2.1,1.73,40.986133406738865,14.171384429912516
551.0,2.1,1.83,40.986133406738865,14.171385619941677
552.0,2.1,1.93,40.986133406738865,14.171386809970839
553.0,2.1,2.03,40.986133406738865,14.171388
554.0,2.1,2.13,40.986133406738865,14.171389190029162
555.0,2.1,2.23,40.986133406738865,14.171390380058323
556.0,2.1,2.33,40.986133406738865,14.171391570087485
557.0,2.1,2.43,40.986133406738865,14.171392760116646
558.0,2.1,2.53,40.986133406738865,14.17139395014581
559.0,2.1,2.63,40.986133406738865,14.17139514017497
560.0,2.1,2.73,40.986133406738865,14.171396330204132
561.0,2.2,0.83,40.986134305054144,14.171373719650061
562.0,2.2,0.93,40.986134305054144,14.171374909679223
563.0,2.2,1.03,40.986134305054144,14.171376099708384
564.0,2.2,1.13,40.986134305054144,14.171377289737546
565.0,2.2,1.23,40.986134305054144,14.171378479766707
566.0,2.2,1.33,40.986134305054144,14.171379669795868
567.0,2.2,1.43,40.986134305054144,14.17138085982503
568.0,2.2,1.53,40.986134305054144,14.171382049854191
569.0,2.2,1.63,40.986134305054144,14.171383239883355
570.0,2.2,1.73,40.986134305054144,14.171384429912516
571.0,2.2,1.83,40.986134305054144,14.171385619941677
572.0,2.2,1.93,40.986134305054144,14.171386809970839
573.0,2.2,2.03,40.986134305054144,14.171388
574.0,2.2,2.13,40.986134305054144,14.171389190029162
575.0,2.2,2.23,40.986134305054144,14.171390380058323
576.0,2.2,2.33,40.986134305054144,14.171391570087485
577.0,2.2,2.43,40.986134305054144,14.171392760116646
578.0,2.2,2.53,40.986134305054144,14.17139395014581
579.0,2.2,2.63,40.986134305054144,14.17139514017497
580.0,2.2,2.73,40.986134305054144,14.171396330204132
